真田,禄郎,京都府,京都市右京区,A,音楽ライブ,洞窟探索,ランニング（ジョギング）,バレーボール,カラオケ
高橋,はじめ,京都府,京都市山科区,A,カラオケ,パワースポット巡り,似顔絵,ランニング（ジョギング）,博物館巡り
平田,由宇,兵庫県,豊岡市,AB,ジャズ,ハンドメイド（ものづくり）,ビリヤード,DIY,ボルダリング
皆川,宏,千葉県,佐倉市,O,楽器演奏,アニメ,歌舞伎,アクアリウム,映画鑑賞
小町,美佐,北海道,足寄郡足寄町,O,映画鑑賞,カフェ巡り,デッサン,トライアスロン,登山
葛山,奈々,福島県,いわき市,A,アニメ,アイドル,ブログ,テレビゲーム,Twitter
稲垣,華子,石川県,加賀市,A,歌舞伎,キックボクシング,温泉巡り,美術館巡り,野菜ソムリエ
河野,雅之,岡山県,津山市,O,天体観測,カラオケ,クロスバイク,サバゲー,アクアリウム
吉野,慎之介,静岡県,藤枝市,AB,筋トレ,将棋,食べ歩き,料理,ダンス
諏訪,和久,兵庫県,赤穂郡上郡町,A,瞑想,トライアスロン,カメラ,ボルダリング,カメラ
深沢,美幸,宮城県,登米市,O,ヨガ,漫画,洞窟探索,クロスバイク,スカッシュ
前島,麗奈,福岡県,朝倉市,A,カラーセラピー,競馬,トライアスロン,ボランティア,折り紙
六角,茜,京都府,京都市右京区,A,アロマテラピー,バレーボール,ランニング（ジョギング）,ブログ,トライアスロン
梅田,真希,京都府,福知山市,A,温泉巡り,筋トレ,アロマテラピー,パワースポット巡り,プラモデル
山野,莉沙,福島県,二本松市,A,美術館巡り,アクアリウム,洞窟探索,俳句・川柳,観葉植物
川越,莉緒,北海道,芦別市,A,博物館巡り,海,デッサン,カービング,瞑想
宇野,克実,島根県,松江市,A,動物園巡り,登山,映画鑑賞,将棋,博物館巡り
村井,拓郎,山口県,下関市,B,水族館巡り,ゴルフ,ハンドメイド（ものづくり）,アロマテラピー,美術館巡り
原田,理紗,京都府,京都市伏見区,B,バー巡り,ダンス,カラオケ,テレビゲーム,書道（習字）
川崎,禄郎,青森県,青森市,A,寺巡り,漫画,折り紙,スカッシュ,タイピング
川畑,まさし,広島県,安芸郡府中町,B,パワースポット巡り,トレーディングカードゲーム,プラモデル,ネットサーフィン,マジック
安倍,結子,富山県,下新川郡朝日町,A,カフェ巡り,ルービックキューブ,ボードゲーム,占い,利き酒
松島,三郎,愛知県,愛西市,B,離島巡り,ドライブ,スマホゲーム,プログラミング,将棋
森山,ケンイチ,愛知県,稲沢市,O,ランニング（ジョギング）,プログラミング,占い,ゴルフ,カラーセラピー
江崎,あや子,愛知県,犬山市,A,キックボクシング,DIY,水族館巡り,囲碁,将棋
前島,孝太郎,宮城県,登米市,A,ゴルフ,マジック,チェス,ブログ,外国語（中国語・フランス語・英会話）
野島,菜摘,茨城県,古河市,B,ボルダリング,トレーディングカードゲーム,占い,サバゲー,サバゲー
吉井,丈史,鹿児島県,大島郡瀬戸内町,AB,ダーツ,フットサル（サッカー）,バレーボール,動物園巡り,動物園巡り
下山,茜,愛知県,名古屋市中区,O,サーフィン,歌舞伎,バイク,コスプレ,タイピング
那須,薫,青森県,八戸市,B,ダンス,トレーディングカードゲーム,インスタ,キックボクシング,ラジオ
西沢,そら,愛知県,稲沢市,A,トライアスロン,タイピング,スマホゲーム,カービング,将棋
川合,薫,岩手県,奥州市,B,野球,パチンコ,離島巡り,彫刻,アクアリウム
柴崎,英嗣,福岡県,福岡市東区,O,フットサル（サッカー）,ボルダリング,キャンプ,寺巡り,スマホゲーム
赤羽,遥,静岡県,静岡市駿河区,B,バスケットボール,イラスト,似顔絵,キャンプ,トランプ
近藤,さんま,北海道,厚岸郡厚岸町,B,バレーボール,ペット,瞑想,彫刻,俳句・川柳
大貫,賢二,青森県,上北郡東北町,A,スカッシュ,ペット,彫刻,クロスバイク,アクアリウム
窪塚,知世,秋田県,秋田市,O,スポーツ観戦,パン作り,ダーツ,水族館巡り,囲碁
吉永,理紗,静岡県,沼津市,O,ビリヤード,登山,ランニング（ジョギング）,俳句・川柳,ペット
篠崎,正義,島根県,雲南市,A,登山,料理,競馬,Twitter,切り絵
市川,里奈,愛媛県,大洲市,A,キャンプ,コスプレ,彫刻,サバゲー,動物園巡り
市村,明日,兵庫県,神戸市灘区,A,海,ブログ,サバゲー,パワースポット巡り,競馬
今田,育子,千葉県,鎌ケ谷市,A,散歩,テレビゲーム,オセロ,デッサン,天体観測
松谷,育二,北海道,札幌市手稲区,O,釣り,カメラ,掃除,チェス,動物園巡り
内海,みゆき,秋田県,由利本荘市,A,洞窟探索,バイク,登山,動物園巡り,ブログ
庄司,優,新潟県,加茂市,B,テレビゲーム,クロスバイク,サーフィン,ビリヤード,インスタ
江原,優,長野県,佐久市,O,スマホゲーム,トライアスロン,イラスト,カラーセラピー,パワースポット巡り
水谷,光洋,福島県,いわき市,A,トランプ,チェス,アクアリウム,フットサル（サッカー）,パン作り
向井,誠治,和歌山県,紀の川市,A,俳句・川柳,デッサン,水族館巡り,コスプレ,カラーセラピー
堀越,三郎,静岡県,浜松市北区,A,チェス,映画鑑賞,瞑想,ドライブ,野菜ソムリエ
柳原,広之,北海道,小樽市,B,将棋,ハンドメイド（ものづくり）,パチンコ,ラーメン,インテリア
梅村,はるか,福井県,敦賀市,O,囲碁,ドライブ,ネットサーフィン,ボルダリング,スポーツ観戦
中野,千佳子,和歌山県,岩出市,A,オセロ,アクアリウム,俳句・川柳,キャンプ,インテリア
黒崎,由美子,愛媛県,上浮穴郡久万高原町,A,ボードゲーム,イラスト,釣り,水族館巡り,バー巡り
玉山,未華子,秋田県,秋田市,O,ルービックキューブ,カラーセラピー,フットサル（サッカー）,動物園巡り,ガーデニング（園芸）
岡田,蒼甫,秋田県,横手市,A,トレーディングカードゲーム,映画鑑賞,ネットサーフィン,サーフィン,ランニング（ジョギング）
西沢,隼士,愛媛県,伊予市,B,DIY,バレーボール,ランニング（ジョギング）,映画鑑賞,ラーメン
城咲,明宏,高知県,高岡郡中土佐町,A,料理,動物園巡り,カフェ巡り,カラオケ,ボランティア
谷,杏,京都府,京都市上京区,O,イラスト,ルービックキューブ,ファッション,ドローン,プラモデル
宮内,美紀,京都府,京都市左京区,A,ハンドメイド（ものづくり）,ドライブ,パン作り,ボードゲーム,キックボクシング
加納,晴臣,香川県,観音寺市,O,プラモデル,離島巡り,アクアリウム,俳句・川柳,ラジオ
佐野,ヒロ,群馬県,前橋市,O,パン作り,キックボクシング,水族館巡り,バスケットボール,アクアリウム
妻夫木,洋介,新潟県,燕市,O,インテリア,アクアリウム,楽器演奏,バイク,サバゲー
新村,新太,高知県,土佐市,A,彫刻,カービング,燻製づくり,カフェ巡り,バイク
菊地,たかお,埼玉県,川口市,A,燻製づくり,博物館巡り,イラスト,ビリヤード,スカッシュ
岩井,栄一,愛知県,清須市,O,ガーデニング（園芸）,ヨガ,キックボクシング,ダーツ,サーフィン
入江,七世,新潟県,長岡市,A,観葉植物,バスケットボール,カフェ巡り,ペット,ワイン
織田,徹平,三重県,いなべ市,O,アクアリウム,切り絵,ジャズ,寺巡り,ダンス
大橋,陽子,滋賀県,野洲市,A,食べ歩き,ボランティア,インテリア,アクアリウム,料理
松居,勇太,埼玉県,越谷市,A,ワイン,占い,観葉植物,音楽ライブ,博物館巡り
山城,正義,神奈川県,川崎市宮前区,A,利き酒,楽器演奏,クロスバイク,ボルダリング,パン作り
杉本,あおい,奈良県,大和郡山市,A,グルメ,ビリヤード,ダンス,漫画,スカッシュ
富永,サンタマリア,山口県,周南市,A,ラーメン,占い,トレーディングカードゲーム,映画鑑賞,散歩
瀬戸,克実,大阪府,堺市美原区,O,外国語（中国語・フランス語・英会話）,燻製づくり,チェス,カラーセラピー,美術館巡り
波多野,大五郎,石川県,加賀市,O,プログラミング,トランプ,折り紙,プログラミング,釣り
前島,博之,青森県,平川市,A,カメラ,ルービックキューブ,チェス,美術館巡り,音楽ライブ
木本,文世,福島県,喜多方市,A,マジック,オセロ,DIY,ブログ,カメラ
大林,景子,青森県,上北郡おいらせ町,O,占い,スカッシュ,歌舞伎,ダンス,ダーツ
八十田,怜奈,宮城県,仙台市青葉区,B,ブログ,書道（習字）,外国語（中国語・フランス語・英会話）,カービング,瞑想
浅倉,太朗,滋賀県,近江八幡市,A,野菜ソムリエ,筋トレ,動物園巡り,チェス,アロマテラピー
玉木,ノブヒコ,大阪府,和泉市,O,タイピング,釣り,イラスト,カラオケ,キックボクシング
浅倉,薫,群馬県,太田市,A,カービング,サーフィン,パン作り,ボランティア,歌舞伎
植木,敦,北海道,二海郡八雲町,B,ドライブ,音楽ライブ,カメラ,競馬,スポーツ観戦
石坂,たまき,福岡県,行橋市,AB,バイク,パチンコ,デッサン,トレーディングカードゲーム,インテリア
福士,祐一,岡山県,津山市,A,クロスバイク,アクアリウム,ラーメン,水族館巡り,ゴルフ
横川,沙耶,滋賀県,犬上郡甲良町,B,折り紙,掃除,パワースポット巡り,彫刻,オセロ
平松,禄郎,高知県,吾川郡仁淀川町,A,切り絵,ゴルフ,歌舞伎,スマホゲーム,書道（習字）
阿久津,ヒロ,静岡県,焼津市,B,似顔絵,ドライブ,Twitter,ボードゲーム,ラーメン
杉本,優,福岡県,北九州市八幡西区,O,デッサン,ハンドメイド（ものづくり）,マジック,ヨガ,食べ歩き
米沢,雅彦,京都府,亀岡市,AB,書道（習字）,カフェ巡り,スマホゲーム,マジック,占い
植村,春樹,徳島県,三好市,O,サバゲー,ボードゲーム,ファッション,トレーディングカードゲーム,プラモデル
戸田,亜希,静岡県,浜松市中区,O,漫画,離島巡り,タイピング,散歩,切り絵
山元,雅功,愛知県,田原市,B,ラジオ,イラスト,釣り,瞑想,ヨガ
大庭,和久,石川県,輪島市,B,競馬,ネットサーフィン,ファッション,インテリア,アイドル
津田,将也,兵庫県,たつの市,O,ペット,ルービックキューブ,アクアリウム,プログラミング,ドライブ
高梨,正敏,山梨県,韮崎市,O,掃除,インスタ,寺巡り,ゴルフ,寺巡り
布施,怜奈,新潟県,長岡市,O,コスプレ,温泉巡り,洞窟探索,ワイン,バー巡り
菅沼,陽子,岐阜県,山県市,O,ドローン,温泉巡り,バレーボール,筋トレ,外国語（中国語・フランス語・英会話）
秋葉,遥,奈良県,奈良市,A,ファッション,動物園巡り,動物園巡り,将棋,カラーセラピー
江原,徹平,愛知県,豊田市,O,パチンコ,プログラミング,スマホゲーム,アイドル,カメラ
正木,美希,大分県,別府市,A,インスタ,楽器演奏,カービング,オセロ,折り紙
多田,浩太郎,鹿児島県,枕崎市,A,Twitter,野球,ボランティア,釣り,サーフィン
浜田,菜摘,北海道,根室市,A,アイドル,ネットサーフィン,ドローン,カラーセラピー,野菜ソムリエ
松谷,友香,福井県,小浜市,B,ボランティア,ダンス,占い,チェス,バー巡り
大塚,恭子,宮崎県,宮崎市,A,ネットサーフィン,デッサン,ボードゲーム,映画鑑賞,料理
加藤,瑠璃亜,大分県,大分市,A,音楽ライブ,プラモデル,イラスト,インテリア,似顔絵
玉置,窈,徳島県,海部郡美波町,B,カラオケ,楽器演奏,テレビゲーム,グルメ,グルメ
瀬川,竜也,広島県,庄原市,A,ジャズ,グルメ,ドライブ,トランプ,釣り
結城,徹,福岡県,福岡市西区,O,楽器演奏,利き酒,プログラミング,ハンドメイド（ものづくり）,野球
関,桃子,秋田県,大仙市,O,映画鑑賞,カメラ,マジック,瞑想,ファッション
中井,隼士,長野県,長野市,O,アニメ,ペット,バー巡り,ルービックキューブ,美術館巡り
飯田,碧海,愛知県,一宮市,AB,歌舞伎,燻製づくり,インテリア,釣り,折り紙
谷川,大五郎,熊本県,熊本市中央区,B,天体観測,パン作り,ブログ,競馬,アロマテラピー
岩村,美菜,長崎県,佐世保市,A,筋トレ,タイピング,切り絵,競馬,動物園巡り
羽田,愛子,大阪府,八尾市,O,瞑想,バスケットボール,タイピング,海,燻製づくり
椎名,崇史,北海道,士別市,O,ヨガ,デッサン,プログラミング,ネットサーフィン,筋トレ
大西,あや子,静岡県,伊豆市,B,カラーセラピー,俳句・川柳,イラスト,チェス,温泉巡り
久保田,はるか,東京都,中央区,A,アロマテラピー,野球,パチンコ,競馬,アイドル
梅津,なつみ,宮城県,登米市,A,温泉巡り,トレーディングカードゲーム,料理,キックボクシング,瞑想
大坂,夏希,福島県,石川郡石川町,A,美術館巡り,登山,ペット,カラオケ,寺巡り
八十田,憲史,東京都,葛飾区,A,博物館巡り,サーフィン,トレーディングカードゲーム,ビリヤード,野菜ソムリエ
今野,恵子,岩手県,九戸郡洋野町,O,動物園巡り,バー巡り,カービング,パチンコ,スポーツ観戦
塚田,菜々美,大阪府,枚方市,A,水族館巡り,野菜ソムリエ,ハンドメイド（ものづくり）,似顔絵,洞窟探索
古谷,愛子,兵庫県,洲本市,A,バー巡り,マジック,キックボクシング,釣り,プラモデル
阿久津,将也,千葉県,四街道市,A,寺巡り,サーフィン,パン作り,カラーセラピー,映画鑑賞
中尾,しぼり,静岡県,藤枝市,B,パワースポット巡り,ランニング（ジョギング）,天体観測,美術館巡り,利き酒
赤坂,美智子,滋賀県,草津市,A,カフェ巡り,サーフィン,キックボクシング,ファッション,野球
岡本,雅彦,愛知県,弥富市,O,離島巡り,ラーメン,ランニング（ジョギング）,水族館巡り,楽器演奏
市原,薫,三重県,鳥羽市,A,ランニング（ジョギング）,占い,インテリア,スマホゲーム,切り絵
浜田,浩太郎,埼玉県,深谷市,A,キックボクシング,ジャズ,バイク,音楽ライブ,アロマテラピー
梅沢,亮介,青森県,三戸郡五戸町,A,ゴルフ,ボードゲーム,漫画,テレビゲーム,バスケットボール
青柳,綾女,京都府,京都市右京区,A,ボルダリング,食べ歩き,ダーツ,ペット,パワースポット巡り
高橋,恵梨香,福島県,白河市,A,ダーツ,プラモデル,バー巡り,トライアスロン,ゴルフ
河村,拓郎,三重県,伊賀市,O,サーフィン,チェス,タイピング,切り絵,映画鑑賞
日高,敏和,鳥取県,鳥取市,O,ダンス,ダンス,サーフィン,ネットサーフィン,マジック
滝本,菜摘,徳島県,阿南市,O,トライアスロン,アロマテラピー,掃除,オセロ,ジャズ
植田,憲一,青森県,上北郡東北町,A,野球,アロマテラピー,バー巡り,釣り,サーフィン
本山,涼子,熊本県,熊本市北区,O,フットサル（サッカー）,将棋,イラスト,テレビゲーム,海
小玉,なつみ,福島県,会津若松市,A,バスケットボール,テレビゲーム,ペット,海,オセロ
関,真奈美,兵庫県,西宮市,A,バレーボール,漫画,ボランティア,釣り,パワースポット巡り
杉本,まなみ,富山県,高岡市,O,スカッシュ,ダーツ,カラーセラピー,バスケットボール,映画鑑賞
岩谷,真吾,千葉県,千葉市美浜区,A,スポーツ観戦,ハンドメイド（ものづくり）,ボルダリング,ダンス,洞窟探索
児玉,浩太郎,高知県,長岡郡大豊町,A,ビリヤード,散歩,燻製づくり,ダンス,折り紙
北沢,獅童,兵庫県,朝来市,O,登山,テレビゲーム,スマホゲーム,俳句・川柳,ルービックキューブ
結城,あおい,北海道,川上郡標茶町,A,キャンプ,チェス,パン作り,マジック,野球
坂本,あや子,大阪府,河内長野市,A,海,キャンプ,似顔絵,海,離島巡り
五大,遥,愛知県,豊川市,B,散歩,バー巡り,トレーディングカードゲーム,チェス,折り紙
玉井,美紀,栃木県,宇都宮市,O,釣り,楽器演奏,タイピング,ルービックキューブ,ドライブ
篠田,亮,茨城県,筑西市,O,洞窟探索,寺巡り,カラオケ,チェス,トレーディングカードゲーム
斎藤,まみ,山口県,山陽小野田市,B,テレビゲーム,バイク,カフェ巡り,インスタ,外国語（中国語・フランス語・英会話）
西島,恭子,奈良県,御所市,O,スマホゲーム,トライアスロン,漫画,Twitter,漫画
小島,みき,三重県,桑名市,AB,トランプ,ワイン,トレーディングカードゲーム,クロスバイク,ガーデニング（園芸）
石田,隆,新潟県,新発田市,O,俳句・川柳,アニメ,書道（習字）,美術館巡り,トランプ
山村,竜也,北海道,中川郡本別町,AB,チェス,バー巡り,DIY,ドローン,野菜ソムリエ
永田,兼,岡山県,津山市,B,将棋,ダンス,ルービックキューブ,動物園巡り,DIY
高原,勤,北海道,恵庭市,B,囲碁,ビリヤード,ボルダリング,ガーデニング（園芸）,ルービックキューブ
寺西,麗奈,和歌山県,和歌山市,A,オセロ,外国語（中国語・フランス語・英会話）,ハンドメイド（ものづくり）,ドローン,洞窟探索
吉永,慎之介,富山県,高岡市,O,ボードゲーム,音楽ライブ,ネットサーフィン,ガーデニング（園芸）,スカッシュ
今井,はるか,秋田県,能代市,A,ルービックキューブ,カラーセラピー,筋トレ,天体観測,ドローン
市川,圭,愛媛県,西予市,O,トレーディングカードゲーム,テレビゲーム,サバゲー,楽器演奏,パン作り
前田,まさみ,埼玉県,加須市,A,DIY,サバゲー,将棋,プラモデル,似顔絵
後藤,結衣,大阪府,大阪市中央区,A,料理,ラーメン,ルービックキューブ,囲碁,プログラミング
渡辺,徹,石川県,野々市市,O,イラスト,インスタ,バイク,筋トレ,釣り
塩谷,宏行,岐阜県,岐阜市,AB,ハンドメイド（ものづくり）,チェス,トランプ,散歩,ラーメン
佐久間,恵麻,新潟県,南魚沼市,A,プラモデル,ジャズ,登山,サーフィン,掃除
安斎,美優,栃木県,鹿沼市,B,パン作り,ランニング（ジョギング）,筋トレ,折り紙,切り絵
菅野,さやか,福島県,相馬市,A,インテリア,パン作り,アクアリウム,切り絵,オセロ
松本,誠一,長野県,小諸市,AB,彫刻,野球,海,散歩,燻製づくり
福地,樹里,鹿児島県,姶良郡湧水町,B,燻製づくり,野菜ソムリエ,温泉巡り,歌舞伎,キャンプ
西,正義,愛知県,春日井市,B,ガーデニング（園芸）,温泉巡り,ダンス,ダンス,競馬
三村,敏和,新潟県,新潟市江南区,O,観葉植物,ハンドメイド（ものづくり）,散歩,散歩,フットサル（サッカー）
井沢,幸子,宮城県,刈田郡七ヶ宿町,O,アクアリウム,ネットサーフィン,ドライブ,バレーボール,バレーボール
青木,玲那,千葉県,長生郡一宮町,B,食べ歩き,ボルダリング,ファッション,瞑想,バレーボール
湊,翔太,栃木県,宇都宮市,A,ワイン,料理,ボードゲーム,テレビゲーム,インスタ
浅沼,法嗣,山口県,周南市,A,利き酒,掃除,チェス,外国語（中国語・フランス語・英会話）,アイドル
徳重,愛子,徳島県,吉野川市,A,グルメ,登山,瞑想,観葉植物,俳句・川柳
大場,知世,兵庫県,西脇市,A,ラーメン,野菜ソムリエ,トライアスロン,スマホゲーム,バー巡り
熊倉,俊介,東京都,北区,A,外国語（中国語・フランス語・英会話）,サバゲー,映画鑑賞,バスケットボール,動物園巡り
仲村,れいな,長崎県,平戸市,O,プログラミング,海,プログラミング,キックボクシング,天体観測
品川,はじめ,宮城県,栗原市,A,カメラ,野球,プラモデル,釣り,競馬
多岐川,そら,広島県,三原市,A,マジック,イラスト,クロスバイク,トランプ,キャンプ
笹川,健,愛知県,春日井市,B,占い,ペット,スマホゲーム,野球,楽器演奏
近藤,光臣,福島県,田村郡三春町,A,ブログ,外国語（中国語・フランス語・英会話）,野球,バー巡り,ワイン
江崎,奈央,秋田県,秋田市,O,野菜ソムリエ,プログラミング,歌舞伎,ラーメン,サーフィン
黒沢,薫,広島県,広島市安佐北区,O,タイピング,ワイン,俳句・川柳,オセロ,フットサル（サッカー）
今井,丈史,広島県,竹原市,A,カービング,ボードゲーム,グルメ,グルメ,パワースポット巡り
西原,一,兵庫県,丹波市,O,ドライブ,歌舞伎,水族館巡り,観葉植物,釣り
久野,聡,鳥取県,鳥取市,A,バイク,パワースポット巡り,ダーツ,ペット,クロスバイク
松野,優一,岡山県,岡山市北区,B,クロスバイク,サーフィン,温泉巡り,チェス,カービング
山崎,裕次郎,富山県,富山市,A,折り紙,水族館巡り,インスタ,ランニング（ジョギング）,ボランティア
梅沢,杏,熊本県,天草市,A,切り絵,ランニング（ジョギング）,瞑想,ペット,バイク
小松,千夏,長野県,小諸市,O,似顔絵,折り紙,パワースポット巡り,スカッシュ,スポーツ観戦
藤野,直人,岐阜県,関市,B,デッサン,カメラ,折り紙,キャンプ,スカッシュ
三谷,明慶,岩手県,岩手郡雫石町,O,書道（習字）,野菜ソムリエ,カービング,アロマテラピー,散歩
結城,莉緒,愛媛県,松山市,AB,サバゲー,散歩,チェス,ボランティア,スポーツ観戦
藤森,美帆,千葉県,香取郡東庄町,O,漫画,将棋,プラモデル,寺巡り,アクアリウム
岩谷,秀樹,神奈川県,海老名市,O,ラジオ,彫刻,ボードゲーム,ドライブ,動物園巡り
中尾,美里,福岡県,北九州市八幡西区,A,競馬,スポーツ観戦,釣り,天体観測,外国語（中国語・フランス語・英会話）
六角,由美子,栃木県,佐野市,O,ペット,折り紙,ビリヤード,博物館巡り,釣り
村岡,希,長崎県,大村市,O,掃除,ボードゲーム,占い,ドライブ,ラーメン
板橋,薫,大阪府,柏原市,O,コスプレ,離島巡り,食べ歩き,パワースポット巡り,カフェ巡り
田口,敏也,宮崎県,宮崎市,O,ドローン,ドライブ,野菜ソムリエ,オセロ,フットサル（サッカー）
川田,徹,愛媛県,松山市,O,ファッション,パワースポット巡り,野菜ソムリエ,カラオケ,ワイン
稲垣,兼,大分県,日田市,A,パチンコ,観葉植物,サーフィン,瞑想,野菜ソムリエ
藤田,由樹,和歌山県,紀の川市,A,インスタ,燻製づくり,サーフィン,燻製づくり,筋トレ
パンツェッタ,明,長野県,松本市,AB,Twitter,ビリヤード,外国語（中国語・フランス語・英会話）,タイピング,野菜ソムリエ
五大,晃司,静岡県,沼津市,O,アイドル,キックボクシング,ラジオ,ガーデニング（園芸）,スカッシュ
沢田,美幸,北海道,江別市,AB,ボランティア,コスプレ,ジャズ,テレビゲーム,ボランティア
佐伯,あい,千葉県,柏市,B,ネットサーフィン,アロマテラピー,サバゲー,筋トレ,サバゲー
高尾,遥,山形県,東置賜郡高畠町,B,音楽ライブ,インテリア,ラジオ,占い,イラスト
森口,寛,福岡県,遠賀郡水巻町,O,カラオケ,観葉植物,ボードゲーム,デッサン,トライアスロン
杉原,みあ,富山県,富山市,B,ジャズ,スマホゲーム,DIY,ドライブ,燻製づくり
原田,三省,大阪府,茨木市,O,楽器演奏,ファッション,散歩,オセロ,ダンス
大沼,佳乃,北海道,夕張郡長沼町,O,映画鑑賞,切り絵,チェス,カフェ巡り,筋トレ
本村,光良,三重県,伊賀市,O,アニメ,プログラミング,ルービックキューブ,天体観測,トライアスロン
安藤,英嗣,新潟県,糸魚川市,O,歌舞伎,テレビゲーム,外国語（中国語・フランス語・英会話）,オセロ,キャンプ
三谷,まさみ,熊本県,上益城郡山都町,O,天体観測,観葉植物,彫刻,カービング,バレーボール
長谷川,将也,高知県,安芸市,AB,筋トレ,ハンドメイド（ものづくり）,ワイン,海,ヨガ
真田,奈々,北海道,上川郡美瑛町,A,瞑想,ドライブ,バイク,パワースポット巡り,アロマテラピー
白木,寿々花,東京都,武蔵村山市,AB,ヨガ,トレーディングカードゲーム,パン作り,スカッシュ,トライアスロン
大平,兼,新潟県,燕市,A,カラーセラピー,ネットサーフィン,彫刻,水族館巡り,俳句・川柳
森下,はじめ,福島県,二本松市,B,アロマテラピー,瞑想,ワイン,離島巡り,占い
福田,沙知絵,愛知県,岡崎市,O,温泉巡り,囲碁,散歩,競馬,タイピング
青山,コウ,北海道,白糠郡白糠町,O,美術館巡り,パン作り,トランプ,ワイン,バー巡り
神木,ヒカル,埼玉県,児玉郡上里町,A,博物館巡り,天体観測,掃除,ビリヤード,離島巡り
大友,美和子,宮城県,気仙沼市,A,動物園巡り,アニメ,スカッシュ,ブログ,DIY
岩永,優,福島県,西白河郡泉崎村,O,水族館巡り,バスケットボール,デッサン,漫画,バイク
岩沢,真悠子,北海道,古平郡古平町,B,バー巡り,ドライブ,ネットサーフィン,ビリヤード,占い
神崎,幸子,大阪府,枚方市,A,寺巡り,切り絵,バー巡り,カメラ,ラジオ
早美,豊,山形県,最上郡戸沢村,O,パワースポット巡り,ハンドメイド（ものづくり）,漫画,パワースポット巡り,ドライブ
三井,隆博,京都府,京都市中京区,A,カフェ巡り,ラジオ,バイク,囲碁,ゴルフ
落合,竜次,三重県,桑名市,B,離島巡り,コスプレ,カラオケ,トランプ,ワイン
河原,健,岡山県,岡山市北区,B,ランニング（ジョギング）,書道（習字）,動物園巡り,離島巡り,ガーデニング（園芸）
内野,克実,山口県,周南市,A,キックボクシング,似顔絵,ジャズ,トレーディングカードゲーム,囲碁
大畑,友香,富山県,南砺市,O,ゴルフ,食べ歩き,ネットサーフィン,離島巡り,アイドル
荒木,染五郎,北海道,紋別市,A,ボルダリング,海,利き酒,ブログ,彫刻
沢尻,雅彦,群馬県,桐生市,A,ダーツ,ハンドメイド（ものづくり）,楽器演奏,プラモデル,トライアスロン
奥田,雅之,北海道,札幌市北区,O,サーフィン,将棋,スマホゲーム,デッサン,食べ歩き
平,めぐみ,三重県,津市,A,ダンス,カラオケ,掃除,パワースポット巡り,利き酒
神山,莉央,茨城県,常陸大宮市,B,トライアスロン,野菜ソムリエ,ダンス,動物園巡り,オセロ
綾小路,くるみ,長野県,長野市,B,野球,バイク,ジャズ,タイピング,離島巡り
平,景子,北海道,三笠市,B,フットサル（サッカー）,カフェ巡り,似顔絵,占い,囲碁
川瀬,友以乃,千葉県,野田市,O,バスケットボール,ペット,トレーディングカードゲーム,ネットサーフィン,バレーボール
志村,育二,東京都,世田谷区,A,バレーボール,プラモデル,掃除,カフェ巡り,アニメ
藤森,恵梨香,愛知県,常滑市,A,スカッシュ,ジャズ,野菜ソムリエ,ボランティア,DIY
妻夫木,優,岐阜県,揖斐郡揖斐川町,A,スポーツ観戦,天体観測,洞窟探索,パワースポット巡り,アロマテラピー
小玉,米蔵,山形県,村山市,O,ビリヤード,燻製づくり,ダンス,カメラ,アニメ
パンツェッタ,さとみ,富山県,富山市,A,登山,ルービックキューブ,タイピング,オセロ,似顔絵
落合,賢二,栃木県,那須郡那須町,A,キャンプ,トライアスロン,サバゲー,ゴルフ,ボードゲーム
北,憲史,岐阜県,養老郡養老町,A,海,トレーディングカードゲーム,温泉巡り,Twitter,イラスト
井上,竜次,茨城県,北茨城市,A,散歩,スポーツ観戦,博物館巡り,パワースポット巡り,Twitter
大友,恵麻,茨城県,久慈郡大子町,O,釣り,サーフィン,占い,登山,オセロ
泉,昴,大阪府,門真市,AB,洞窟探索,カフェ巡り,トライアスロン,インスタ,パチンコ
山中,優,高知県,四万十市,AB,テレビゲーム,Twitter,Twitter,サバゲー,登山
山上,光洋,福島県,石川郡石川町,B,スマホゲーム,ジャズ,ラジオ,ドローン,Twitter
坂井,一,京都府,京都市北区,AB,トランプ,パチンコ,ボードゲーム,彫刻,パン作り
平林,丈雄,石川県,輪島市,AB,俳句・川柳,チェス,スカッシュ,野菜ソムリエ,ボルダリング
高松,ケンイチ,栃木県,宇都宮市,O,チェス,海,ドライブ,利き酒,俳句・川柳
川添,沙知絵,福井県,越前市,A,将棋,アイドル,登山,歌舞伎,ドライブ
荒川,亮,北海道,島牧郡島牧村,O,囲碁,ラーメン,将棋,インスタ,バイク
古田,ジローラモ,群馬県,利根郡みなかみ町,A,オセロ,インスタ,マジック,キャンプ,サーフィン
藤原,誠一,山形県,酒田市,A,ボードゲーム,アニメ,燻製づくり,トライアスロン,占い
熊沢,慶太,宮城県,気仙沼市,A,ルービックキューブ,スカッシュ,ラーメン,囲碁,カラオケ
中村,優一,新潟県,新潟市中央区,A,トレーディングカードゲーム,バスケットボール,カラーセラピー,バイク,グルメ
小出,未華子,愛知県,一宮市,A,DIY,ドローン,カメラ,料理,アクアリウム
松永,文世,愛知県,安城市,O,料理,トレーディングカードゲーム,散歩,掃除,パン作り
澤田,コウ,茨城県,常総市,A,イラスト,洞窟探索,瞑想,カラーセラピー,グルメ
